,age,job,marital,education,default,balance,housing,loan
40990,28,7,2,1,0,231,1,1
22633,33,11,1,2,0,8971,0,0
29249,58,4,0,2,0,5701,0,0
37451,36,1,1,1,0,330,1,0
29030,39,1,1,1,0,1044,1,0
9828,60,4,1,3,0,2508,0,0
11025,38,0,0,1,0,156,1,0
36993,57,5,1,0,0,13,1,0
4435,29,9,1,2,0,43,1,0
7826,41,4,0,1,0,2666,1,0
43042,45,4,1,2,0,226,1,0
19012,60,1,1,1,0,2879,1,0
30487,28,9,2,1,0,1405,1,0
8486,30,1,1,0,0,346,1,0
1684,47,9,1,0,0,187,1,0
11735,26,1,2,1,0,-46,1,0
37391,35,7,1,1,0,102,1,0
18236,40,4,2,1,0,900,1,0
20134,55,9,1,1,0,462,0,0
19158,60,4,1,2,0,3876,0,1
43036,49,7,1,0,0,1830,1,0
29038,58,1,0,1,0,1103,1,0
35752,40,4,1,2,0,0,1,0
40310,23,8,2,2,0,341,0,0
27816,52,9,1,1,0,-35,0,1
11108,28,4,2,2,0,2253,1,0
27186,45,4,1,2,0,2220,1,0
24206,49,5,1,1,0,8648,0,0
26420,30,6,1,1,0,2153,1,0
6437,24,9,2,3,0,818,1,1
33412,34,4,0,2,0,471,0,0
28845,54,0,1,0,0,0,1,0
25775,45,4,2,2,0,997,0,1
12943,29,1,1,1,0,-305,1,1
31270,28,9,2,1,0,5763,0,1
13500,28,6,2,1,0,241,1,0
18918,39,4,1,1,0,643,1,0
11619,41,1,1,0,0,246,0,0
44543,27,6,2,2,0,4574,0,0
10408,54,5,1,0,0,2243,0,0
10825,43,4,1,2,0,439,0,0
36625,37,1,1,1,0,103,1,0
18015,55,4,1,2,0,-375,0,0
37769,38,7,2,0,0,393,1,0
31600,44,1,1,0,0,612,1,1
6616,59,4,2,2,0,68,1,0
12425,47,1,1,1,0,323,0,0
35294,36,2,1,2,0,4576,1,0
13255,28,4,2,3,0,81,0,1
13321,28,1,1,0,0,420,0,1
20336,52,0,1,1,0,7742,0,0
10537,37,7,1,1,0,-58,1,0
7217,44,1,1,1,0,6491,1,0
35116,30,1,1,1,0,-71,1,0
14983,55,1,1,1,0,3919,0,0
28153,36,9,1,2,0,-290,1,1
37772,38,1,1,0,0,132,1,0
42443,38,2,0,1,0,1190,1,0
24808,33,0,1,2,0,1636,1,1
44434,60,7,1,1,0,4428,0,0
8831,30,9,1,2,0,88,0,0
22987,30,4,2,2,0,15,0,1
20486,32,9,2,1,0,5,0,0
13623,43,9,0,0,0,13,0,1
28021,52,5,1,1,0,414,0,0
4625,37,4,2,2,0,23867,0,0
28878,44,10,1,3,0,1309,0,0
19373,32,4,1,2,0,421,0,0
22932,47,0,1,1,0,175,1,0
14093,34,9,1,3,0,12,1,0
33400,35,7,2,1,0,155,1,0
19364,36,4,1,2,0,2660,0,0
29072,36,10,1,1,0,533,1,0
2978,56,1,0,1,0,166,1,0
18614,44,0,1,1,0,598,0,0
3212,48,7,1,1,0,6127,1,0
3782,43,4,1,1,0,-26,1,0
18884,51,3,0,2,0,1613,0,0
19719,47,1,1,0,0,0,0,0
31641,41,1,1,1,0,790,1,0
38409,54,10,1,1,0,582,1,0
23859,56,4,1,2,0,67,0,1
5006,33,6,1,2,0,1301,1,0
18612,25,4,1,2,0,0,1,0
10615,55,4,0,2,0,25,0,0
28151,29,0,0,1,0,2,0,1
8685,36,1,1,1,0,6290,1,0
18845,45,4,0,1,0,1950,0,0
35094,26,8,2,1,0,47,1,0
21908,39,9,2,1,0,0,0,0
26866,46,1,1,0,0,676,1,0
16740,52,2,0,1,0,7,0,0
7045,45,7,2,1,0,1377,1,0
43256,36,7,1,1,0,4721,0,0
37363,33,1,2,1,0,185,1,0
19189,31,6,2,2,0,84,0,0
7583,40,9,1,1,0,-28,1,1
964,46,1,1,0,0,143,1,0
5475,27,0,2,2,0,1996,1,0
11437,57,5,1,3,0,1621,1,0
22704,45,1,1,1,0,221,0,1
30658,60,1,1,0,0,5798,1,0
1258,49,0,1,0,0,458,1,0
3801,28,1,1,0,0,507,1,0
43597,40,10,2,2,0,72,0,0
552,30,8,2,2,0,34,1,0
20861,52,4,2,2,0,556,0,0
33972,33,0,1,1,0,1737,0,0
20581,30,9,2,2,1,23,0,0
39024,27,4,2,2,0,438,1,0
30653,29,10,2,1,0,2424,0,0
39380,30,4,1,2,0,877,0,0
19279,57,9,1,1,0,29,0,0
32821,38,1,0,1,0,593,1,0
37825,33,3,2,1,0,96,1,0
4224,41,1,1,0,0,262,1,0
44906,32,4,2,2,0,414,0,0
14435,41,9,0,2,0,533,1,0
42471,61,5,1,0,0,421,0,0
32145,50,6,1,2,0,202,1,0
43418,30,9,2,2,0,2325,0,0
11779,57,0,1,2,0,9311,0,0
15527,32,1,0,1,0,473,0,0
43660,58,1,1,0,0,226,1,1
42596,40,0,0,1,0,212,0,0
16530,32,3,2,2,0,93,0,0
2419,34,4,1,2,0,1557,1,1
7177,32,0,1,2,0,118,0,0
29802,48,6,1,1,0,1559,0,0
19061,34,4,1,2,0,697,0,0
13562,40,7,1,1,0,22,1,1
15017,26,1,1,1,0,-11,1,1
4341,45,1,1,3,0,1263,1,0
5188,47,7,1,3,0,4822,1,0
42111,35,6,2,2,0,5462,0,0
32496,41,7,1,1,0,121,1,0
35449,38,7,1,0,0,0,1,1
11084,52,5,1,1,0,424,0,0
12993,47,7,1,1,0,24,0,1
34684,24,0,2,2,0,805,1,0
17689,52,1,1,1,0,594,0,0
11944,48,1,0,0,0,2677,0,0
7720,32,1,1,1,0,883,1,1
21120,60,3,1,1,0,5,0,0
36354,34,0,1,1,0,148,1,0
24902,41,7,1,1,0,446,1,0
30077,30,0,1,1,1,23,0,1
294,34,9,1,1,0,19,1,0
33070,26,9,2,1,0,181,0,0
3280,57,5,1,0,0,3123,1,0
29706,33,1,1,1,0,640,1,0
16086,27,9,2,1,0,285,0,0
14159,41,0,1,1,0,488,0,1
18719,31,4,0,2,0,-547,1,1
37957,24,1,2,1,0,-169,1,0
25153,48,1,1,1,0,3008,1,1
41634,36,9,1,2,0,1179,1,0
292,24,8,2,1,0,423,1,0
44883,36,6,1,2,0,980,0,0
21901,56,5,1,0,0,681,0,0
7843,38,7,1,1,0,-762,1,1
26019,32,9,1,1,0,1119,0,0
6997,51,1,1,0,0,593,1,0
10986,39,1,1,0,0,2303,1,0
26000,35,4,1,2,0,376,0,0
42116,58,0,1,1,0,2777,1,0
32606,31,6,2,2,0,578,1,0
17567,51,9,1,1,0,-396,1,0
18783,56,0,1,1,0,2796,0,0
25245,36,2,2,1,0,296,0,0
40183,22,1,2,1,0,682,0,0
35601,49,4,1,2,0,734,1,0
6063,33,7,1,1,0,2065,1,1
7420,28,7,2,1,0,6332,1,0
24044,36,6,2,2,0,-103,1,1
10256,40,1,1,0,0,5560,1,0
24481,57,4,1,2,1,-24,1,0
30527,40,10,1,2,0,2135,1,0
10544,41,9,1,1,0,902,0,0
23780,32,9,2,1,0,792,0,0
4271,43,7,0,1,0,1040,1,0
25325,49,1,1,0,0,-14,1,0
24225,48,4,1,2,0,3419,1,0
13986,26,4,2,2,0,45,0,0
19932,46,9,2,2,0,2739,0,0
3867,44,0,1,1,0,0,1,1
7083,42,1,2,0,0,181,1,0
29640,44,2,1,2,0,3850,0,0
9923,54,4,1,2,0,2226,1,0
3161,43,7,1,1,0,0,1,0
14703,49,1,0,1,0,4177,1,0
9575,37,6,0,2,0,160,1,1
58,40,1,2,3,0,24,1,0
1664,33,1,1,0,0,767,1,0
40037,33,4,2,2,0,1439,1,0
27734,53,11,1,3,0,13,0,0
1273,41,0,1,1,0,55,1,0
23426,54,1,1,1,0,-102,1,0
1662,49,7,0,1,0,470,1,0
8647,39,0,2,1,0,548,1,0
37744,41,1,2,1,0,1880,0,1
22816,32,4,2,2,0,776,0,0
13541,39,7,0,1,0,687,1,0
4391,33,0,2,1,0,434,1,0
24054,48,8,2,3,0,1279,0,0
9961,58,1,1,1,0,25,0,0
17511,31,9,2,2,0,-749,1,1
18068,50,2,1,2,0,230,0,0
5916,42,1,1,1,0,-921,1,0
41452,36,9,1,2,0,1354,0,0
6002,46,4,0,2,0,25,0,0
40719,44,0,2,1,0,1534,0,0
12559,51,7,1,1,0,-800,0,0
31252,48,4,1,0,0,606,0,0
13489,39,1,1,1,0,1045,1,1
27359,59,4,1,2,0,261,1,1
31671,63,5,1,1,0,2734,0,0
17960,55,7,0,1,0,1817,0,0
6672,39,1,0,1,0,412,0,0
14162,32,4,1,2,0,1660,1,0
15030,32,4,1,2,0,710,1,0
7051,44,1,1,0,0,194,1,0
7994,44,2,1,2,0,307,1,0
28059,53,4,1,2,0,811,0,0
11895,59,5,0,1,0,0,0,0
37597,37,7,0,1,0,241,1,0
7287,44,4,1,1,0,27,1,0
38903,44,2,1,0,0,1434,1,0
22969,49,10,1,0,0,50,0,0
20477,58,5,1,0,0,1472,0,0
6016,43,7,1,0,0,448,1,0
31990,40,0,1,1,0,5087,1,0
19402,35,9,1,1,0,-116,0,1
25431,48,4,1,2,0,1175,1,0
8115,34,6,2,2,0,72,1,0
12114,37,2,1,2,1,-456,1,1
30466,29,0,2,1,0,209,0,0
4568,54,3,1,1,0,167,1,0
30121,37,4,1,2,0,1639,1,0
41963,77,4,1,3,0,1780,1,0
19212,45,0,1,1,0,925,0,0
39163,34,9,1,1,0,966,1,0
12383,56,4,1,2,0,382,0,0
31715,37,9,0,2,0,1174,1,0
4414,30,4,2,2,0,3110,1,0
30127,32,6,1,2,0,322,1,0
39098,34,4,2,3,0,6013,1,0
21029,34,4,2,2,0,416,0,0
28584,31,9,1,2,0,702,0,1
20657,42,9,2,2,0,166,0,0
37205,36,4,2,2,0,1129,1,0
15499,58,3,1,0,0,237,0,0
653,39,0,1,1,0,104,1,0
8981,49,1,1,3,0,1944,0,0
17495,43,1,1,1,0,536,0,0
20489,30,9,2,2,0,8138,1,0
33207,61,4,1,2,0,267,0,0
32965,53,9,0,1,0,281,1,0
10570,57,7,1,1,0,197,0,0
17635,45,4,0,2,0,6269,1,0
15500,33,9,1,1,0,272,1,0
1218,48,1,2,3,0,71,1,0
37193,29,4,2,2,0,0,1,0
18871,46,1,1,0,0,783,1,0
12315,40,9,1,1,0,0,0,1
34979,32,9,2,1,1,-92,1,0
22296,54,4,1,2,0,1090,0,0
33052,49,9,1,3,0,1359,0,0
10524,36,1,1,0,0,4143,0,1
32334,38,9,0,1,0,0,1,0
10311,47,7,1,1,0,440,1,0
36821,33,4,2,2,0,1150,1,0
15212,52,3,1,0,0,3798,1,0
35961,38,4,0,2,0,637,1,0
17004,25,9,2,1,0,1036,1,0
44966,28,7,2,1,0,1347,0,0
11533,60,11,1,3,0,652,0,0
38254,32,6,0,2,0,3695,1,0
10939,49,5,0,0,0,150,0,0
23617,55,7,1,1,0,879,0,0
34603,32,4,2,2,0,11,1,1
21491,32,4,2,2,0,470,0,0
17984,30,7,0,1,0,0,1,1
4988,35,1,1,1,0,463,1,0
26930,32,0,1,1,0,9049,1,0
27985,55,9,1,1,0,3207,0,0
27024,31,6,1,2,0,5,1,1
37909,49,4,0,2,0,1253,1,0
35183,39,4,2,2,0,968,1,0
705,40,1,0,0,0,369,0,0
32662,29,1,1,1,0,580,1,1
42292,58,0,1,1,0,169,0,0
12834,40,4,0,2,0,492,0,1
23936,55,1,1,0,0,771,0,0
27954,34,1,2,3,0,5901,0,0
7859,35,1,1,1,0,674,1,0
1852,43,1,1,0,0,336,1,0
41338,32,9,1,2,0,636,1,0
25303,34,0,1,1,0,353,0,1
36429,44,1,2,1,0,184,1,0
6044,48,4,1,1,0,2294,1,0
4586,34,4,1,2,0,0,1,0
10697,28,1,2,1,0,235,1,0
12384,33,1,2,0,0,837,1,0
34837,37,0,0,1,0,315,1,0
10817,36,0,2,1,0,810,1,0
11985,49,7,0,1,0,947,0,0
36091,41,1,1,0,0,236,1,0
16609,45,7,0,1,0,138,0,0
2091,36,7,1,2,0,2167,1,1
15066,39,4,1,0,0,3760,0,1
24574,36,4,0,2,0,3837,1,0
5823,34,1,1,3,0,-465,0,0
24851,46,4,1,2,0,4301,1,1
34301,33,4,1,2,0,415,0,0
41768,72,1,1,0,0,4415,0,0
3133,38,0,1,1,0,664,1,0
3577,44,1,1,0,0,412,1,0
16248,59,9,1,1,0,2342,0,1
1243,45,7,1,1,0,1381,1,0
9259,41,4,1,2,0,140,1,0
4151,60,0,1,3,0,738,0,0
23489,51,4,1,1,0,1573,0,0
35501,46,2,1,2,0,193,1,0
10423,40,3,1,1,0,84,1,1
13097,55,2,1,2,0,22,0,1
25253,36,9,2,0,0,2169,1,0
11988,46,7,0,3,0,3390,0,0
36530,41,1,1,0,0,164,1,0
21542,49,9,0,2,0,0,0,0
9712,35,1,2,0,0,3798,0,0
24312,51,2,1,2,0,209,0,0
24038,46,9,0,1,0,-90,0,1
23366,48,4,1,2,0,2460,0,0
26398,39,1,2,1,0,519,1,1
10548,37,1,1,0,0,3154,1,0
5375,29,1,2,1,0,208,1,0
37731,30,0,2,1,0,43,1,0
33894,47,1,1,1,0,1230,1,0
16045,31,4,2,2,0,78,1,0
4546,37,9,2,2,0,5122,1,0
36952,40,7,1,1,0,949,1,0
6337,30,0,2,1,0,-213,1,1
9496,25,0,2,1,0,0,1,0
4106,55,7,1,1,0,283,1,0
44458,52,3,1,0,0,256,0,0
34363,34,1,1,1,0,315,0,0
9980,39,0,0,1,0,765,0,0
37224,35,1,1,0,0,455,1,0
9562,59,5,0,0,0,40,0,0
40619,66,5,1,0,0,12767,0,0
35957,47,5,1,0,0,1374,0,1
39123,26,1,2,1,0,154,1,0
9645,50,11,1,0,0,1502,0,0
9584,37,1,1,1,0,287,1,0
15883,32,9,1,2,0,-1053,1,0
17975,45,1,2,3,0,713,0,0
4809,31,4,1,1,0,8629,1,0
15800,43,4,1,2,0,0,1,0
36996,29,8,2,1,0,154,1,0
31235,34,1,2,1,0,215,0,0
6623,28,0,1,1,0,9779,1,1
44028,39,4,1,2,0,2939,0,0
13649,52,0,1,1,0,0,0,1
33741,64,4,1,2,0,679,0,0
15158,59,5,1,2,0,6108,1,0
1214,30,4,2,2,0,59,1,1
24577,35,2,2,2,0,16,0,0
32893,29,7,2,1,0,441,1,0
16955,34,1,1,1,0,765,0,0
316,36,1,1,1,0,539,1,1
40500,39,4,2,2,0,257,0,0
14707,38,9,0,2,0,1425,1,0
31120,29,4,2,2,0,5359,0,0
23030,41,4,1,2,0,725,0,0
5015,35,9,1,1,0,1,1,1
10291,53,5,1,1,0,340,1,0
17521,56,7,1,1,0,467,0,1
40644,39,0,0,1,0,160,1,0
42932,84,5,0,0,0,2619,0,0
4077,42,4,0,2,0,0,0,0
15954,42,9,0,1,0,-263,1,0
22889,35,9,1,1,0,31,0,0
1098,47,1,1,0,0,117,1,0
41255,40,10,1,2,0,2430,0,0
22802,43,9,1,1,0,275,0,0
39087,23,1,2,3,0,817,1,0
42912,36,4,0,2,0,1057,0,0
31215,26,0,1,1,0,1595,0,0
5463,40,0,1,1,0,0,1,0
22695,33,4,2,2,0,9135,1,0
12240,42,4,1,2,0,-1613,1,0
4839,31,1,2,1,0,6982,1,0
3191,50,1,1,0,0,5131,1,0
1623,42,4,0,1,0,117,1,0
5792,34,1,2,0,0,-175,1,0
43085,27,8,2,2,0,5741,0,0
10913,36,4,1,1,0,1989,0,0
41030,49,9,1,2,0,1235,0,0
22441,32,9,2,1,0,90,0,0
33841,42,0,1,1,0,71,1,1
20213,34,4,2,2,0,-292,1,0
4265,29,4,2,2,0,-233,1,0
30543,48,0,1,1,0,191,1,0
39938,39,4,2,2,0,3797,0,0
15073,34,4,1,2,0,3064,1,0
4611,36,4,2,1,0,360,1,0
6502,47,2,1,2,0,362,1,0
29014,57,10,1,0,0,5126,1,0
13381,47,7,1,1,0,0,1,0
40515,81,4,1,2,0,0,0,0
23408,34,0,1,1,0,510,0,0
35230,42,1,1,0,0,1461,1,0
17657,46,9,1,2,0,529,1,1
42261,43,10,0,1,0,1854,0,0
24838,42,0,2,1,0,-247,1,1
11246,44,1,1,1,0,-448,1,0
27757,40,9,2,1,0,2017,1,0
28521,55,9,1,3,0,574,1,0
14706,38,9,1,1,0,0,1,1
7091,53,5,1,1,0,1004,1,0
28793,58,4,1,2,0,911,1,0
1879,33,9,2,1,0,513,1,0
12070,57,5,1,1,0,1794,0,1
36632,32,1,1,1,0,456,0,0
10110,58,0,1,0,0,2232,0,0
1501,59,2,1,2,0,-820,0,0
26062,36,1,1,1,0,0,1,0
14425,35,9,1,1,0,0,0,0
23023,53,9,1,1,0,0,0,0
38683,43,1,1,0,0,-67,1,0
40735,60,4,2,2,0,1034,1,0
33322,34,1,1,1,0,470,1,1
27406,32,0,1,2,0,118,0,0
44459,29,0,2,2,0,-197,0,0
7976,42,0,2,2,0,519,1,0
12825,34,0,0,1,0,564,0,1
11083,44,1,1,1,0,0,0,0
23565,55,5,1,1,0,123,0,0
10103,38,3,1,1,0,634,0,0
34018,26,0,2,1,0,255,0,0
26291,32,1,1,0,0,2085,1,1
33147,58,5,1,0,0,745,1,0
26261,42,1,1,1,0,3,1,0
21068,39,4,0,2,0,1387,1,0
7878,51,5,0,1,0,343,1,0
27234,44,4,1,2,0,4119,1,1
38665,34,1,1,0,0,72,1,0
28590,28,9,1,2,0,203,0,1
858,40,1,1,1,0,563,1,0
33701,37,0,1,1,0,749,0,0
43720,57,5,1,0,0,9367,0,0
41389,30,0,2,2,0,4129,0,0
19317,60,1,1,0,0,2221,0,0
27128,37,1,1,1,0,0,1,0
13746,32,9,1,2,0,113,0,1
20103,49,1,1,0,0,-232,0,1
10936,40,6,1,2,0,1603,0,0
5313,34,0,2,1,0,1880,1,0
25269,55,5,0,2,0,816,0,0
18932,53,0,1,2,0,1379,0,0
4838,30,9,2,1,0,908,1,0
4112,25,1,2,1,0,815,1,0
38298,34,1,1,1,0,362,1,0
15576,41,1,2,1,0,98,0,1
30061,48,10,1,1,0,1724,0,0
32038,22,8,2,1,0,107,0,0
35881,40,0,1,1,0,-54,1,0
12121,45,0,1,1,0,14902,1,0
15126,57,4,0,2,0,429,1,0
36356,38,7,1,1,0,3039,1,1
2211,29,7,0,1,0,330,1,0
25418,51,2,1,0,0,538,0,0
13310,34,1,1,1,0,123,1,0
28948,37,1,1,0,0,89,1,0
2104,47,1,1,0,0,304,1,0
11791,38,1,1,1,0,1005,0,0
461,39,1,1,0,0,0,1,0
4100,49,9,1,1,0,4667,1,0
1544,33,10,2,1,0,177,0,0
37278,34,9,1,1,0,-56,1,0
29843,39,4,0,2,0,-980,1,0
42581,27,0,1,1,0,1595,0,0
34968,55,1,1,0,0,663,1,0
4527,39,1,1,1,0,327,1,0
23274,31,9,1,1,0,522,1,1
7532,37,1,1,0,0,949,1,0
9754,46,3,1,0,0,39,0,0
22152,35,9,1,1,0,249,0,0
15822,47,4,0,2,0,2105,0,1
14796,31,9,2,1,0,35,0,1
43621,34,6,1,2,0,263,0,0
16371,28,1,2,1,0,-403,0,1
42287,24,8,2,1,0,382,0,0
28240,48,7,1,0,0,1496,1,0
34024,28,4,2,2,0,1808,0,0
17542,46,10,1,1,0,931,0,0
31732,49,2,0,2,0,1342,1,1
32332,48,1,1,1,0,741,1,0
44375,53,0,2,1,0,2398,1,0
35135,48,1,1,0,0,-254,1,0
30113,31,4,2,2,0,3,0,0
12973,53,1,1,1,0,143,1,0
10877,38,1,1,0,0,246,0,0
6795,38,9,2,1,0,12,1,0
37082,42,0,2,1,0,664,1,0
26254,34,6,2,2,0,6,0,0
4565,34,4,2,2,0,673,1,1
11721,35,3,0,0,0,1465,0,0
29524,54,4,1,2,0,1303,0,0
38303,23,7,2,3,0,15,1,0
23618,37,9,1,1,0,729,0,0
26286,49,1,1,1,0,8545,1,1
25914,41,4,1,2,0,-608,1,0
183,38,9,1,1,0,253,1,0
41568,28,4,2,2,0,2380,0,0
12711,41,7,1,1,0,841,1,0
7625,36,7,1,1,0,-260,1,0
2812,45,4,1,2,0,740,1,0
15810,31,0,1,1,0,0,1,0
21714,33,9,2,2,0,123,0,0
40442,46,4,0,2,0,1329,0,0
33329,59,4,1,2,0,287,1,0
20714,52,9,1,1,0,-384,1,0
9428,34,9,1,1,0,139,1,1
2046,57,11,1,3,0,106,0,0
22726,43,3,1,0,0,0,1,0
2311,30,6,1,2,0,227,1,1
20249,48,1,1,3,0,113,0,0
43064,48,0,1,1,0,660,0,0
27113,41,4,1,2,0,9935,0,0
32020,35,1,1,1,0,120,1,0
39570,54,11,1,1,0,1157,0,0
31908,35,0,1,1,0,-312,0,0
12556,44,9,2,2,0,222,1,1
15931,29,1,1,1,0,2,1,0
26895,48,7,1,1,0,485,1,0
6610,31,7,2,1,0,0,1,0
12018,60,4,1,2,0,651,0,0
37250,32,1,2,0,0,398,1,0
3523,48,1,1,0,0,559,1,0
16560,46,1,1,0,0,0,0,0
32301,54,1,1,1,0,0,0,0
19355,48,7,1,1,0,473,0,1
20215,60,5,1,1,0,1210,0,0
1542,50,1,1,0,0,749,0,0
23898,60,5,1,0,0,219,0,0
7291,50,1,1,0,0,414,1,0
16135,33,1,1,1,0,-130,1,0
23500,30,9,2,2,0,0,0,0
12171,35,1,2,0,0,1772,0,0
28501,46,7,1,1,0,2202,1,0
12750,46,11,1,3,0,2911,0,0
17668,47,9,2,1,0,736,0,0
14943,41,2,1,2,0,2249,1,0
10558,60,0,1,1,0,504,0,0
35572,43,0,0,1,0,146,1,0
36922,34,1,1,1,0,634,0,1
28826,26,10,2,2,0,370,0,0
21108,40,9,2,1,0,282,1,0
11001,55,0,0,1,0,0,0,0
25741,42,6,1,1,0,3211,0,0
22051,31,9,1,1,0,-305,0,1
33179,56,0,1,1,0,382,0,0
37667,31,6,2,2,0,17924,1,0
19359,58,1,1,0,0,47,0,0
19747,48,1,1,0,0,174,1,1
26932,31,0,1,1,0,3540,1,0
43549,30,9,2,2,0,655,0,0
21508,54,1,1,1,0,0,0,0
5739,42,1,2,0,0,-68,1,1
370,34,7,1,1,0,22,1,0
36336,53,1,0,1,0,640,1,0
17937,37,3,1,3,0,0,0,0
39685,25,4,2,2,0,808,0,0
9971,34,2,1,2,0,4343,0,0
1011,34,9,0,1,0,1107,1,1
12399,52,1,2,1,0,2430,1,1
24447,46,6,2,1,0,1029,0,0
21470,31,3,1,0,0,979,0,1
28461,31,7,2,1,0,1015,0,0
34168,49,3,0,1,0,0,0,0
41580,31,8,2,2,0,64,0,0
17007,59,5,1,1,0,5706,1,0
41678,37,4,2,2,0,1027,1,0
11175,45,11,2,1,0,0,0,0
19388,47,4,2,2,0,324,0,1
5850,27,10,1,1,0,293,1,0
41405,71,5,1,2,0,653,0,0
11584,51,4,0,1,0,2843,1,0
8289,42,1,1,1,0,4,1,1
2801,40,9,1,1,0,770,1,0
27861,41,7,0,1,0,1400,0,0
14154,49,1,2,1,0,-195,1,0
21112,33,9,2,2,0,3255,0,0
4517,33,1,1,0,0,163,1,0
38576,34,4,2,2,0,-184,1,1
12442,34,7,2,1,0,66,0,1
41304,31,4,2,2,0,404,0,0
19361,57,5,1,0,0,0,1,0
34289,51,1,1,0,0,296,1,0
5421,46,4,1,2,0,-267,0,0
19400,31,4,2,2,0,130,0,0
41236,38,9,1,1,0,6728,0,0
11923,47,4,1,2,0,2820,0,0
27291,42,7,0,1,0,444,0,0
29366,37,9,1,2,0,0,1,0
1519,41,1,1,1,0,213,1,0
23749,32,9,1,1,0,1011,0,0
39813,43,4,0,2,0,2367,0,0
36645,30,4,2,2,0,29,1,0
17418,31,4,2,2,0,34,1,0
10743,57,0,0,0,0,987,0,0
28119,43,4,1,2,0,182,0,0
45178,34,1,1,1,0,320,1,0
28646,39,6,1,1,0,656,0,0
27548,49,4,1,2,0,5711,1,0
42678,39,4,1,2,0,2939,0,0
25508,53,4,0,0,0,255,0,0
27697,49,9,1,2,0,1077,1,0
42535,31,9,1,2,0,3338,1,0
15695,36,9,2,1,0,279,1,0
24580,44,4,1,2,0,58,1,0
31467,40,9,2,2,0,250,1,0
15698,36,4,1,1,0,-267,0,0
22938,46,0,1,1,0,22,0,0
27652,51,6,1,2,0,2235,0,0
25562,32,1,1,0,0,3136,1,0
44474,47,4,1,2,0,2306,0,0
4031,41,9,1,0,0,141,1,0
11751,51,1,1,1,1,0,0,1
21710,49,1,1,3,0,5,0,0
4774,32,9,1,1,0,641,1,0
32682,54,0,1,1,0,426,1,0
37616,35,1,0,1,0,-566,1,0
18975,54,5,1,1,0,763,0,0
8666,48,1,1,1,0,750,1,0
35298,45,9,2,1,0,29,1,0
38281,27,9,1,1,0,317,1,1
23310,32,0,1,2,0,157,0,0
1376,38,1,1,0,0,668,0,0
39829,55,1,1,1,0,16873,0,0
27199,49,4,1,2,0,942,0,0
44374,55,9,1,3,0,240,1,0
37212,36,1,1,0,0,1993,1,1
12082,39,0,0,1,0,1022,1,0
41305,29,9,2,1,0,382,0,0
20550,30,4,2,2,0,894,0,0
32117,33,4,1,1,0,336,0,0
1174,36,9,1,1,0,83,1,0
17079,30,1,1,0,0,-68,1,0
9574,37,1,1,1,0,5334,0,0
28312,32,1,2,1,0,160,1,0
32547,37,4,1,2,0,0,1,0
17430,33,7,1,1,0,766,1,0
6934,25,1,0,1,0,2428,1,0
44128,27,10,2,2,0,77,0,0
40660,58,4,1,2,0,138,1,1
17339,29,4,1,2,0,361,1,1
7173,45,9,1,1,0,0,1,0
3627,23,7,2,1,0,75,1,0
27511,41,9,1,1,0,2125,1,1
13262,57,1,1,1,0,75,0,0
37920,31,4,1,2,0,183,1,1
15701,34,6,1,2,0,865,1,0
26034,39,0,1,1,0,-982,1,1
19086,36,4,1,2,0,287,0,1
32007,30,1,1,0,0,-93,1,0
30662,40,4,1,1,0,6695,1,0
29160,38,9,1,1,0,201,1,0
19646,51,4,1,2,0,2125,0,1
8846,36,9,1,2,0,606,1,0
20794,55,9,1,1,0,303,0,1
4871,30,2,1,0,0,-98,1,0
34722,56,4,1,2,0,505,1,1
4194,34,9,0,2,0,501,1,0
3537,54,1,1,0,0,-219,1,0
17501,39,9,2,2,0,54,1,0
24797,31,4,1,2,0,2,1,0
15703,32,7,1,0,0,228,1,0
4073,40,4,2,2,0,2784,1,0
9970,37,7,1,1,0,651,0,0
17402,41,0,1,2,0,96,1,0
35875,33,0,0,2,0,891,0,0
13838,34,1,1,1,0,290,1,0
11219,57,4,1,2,0,1172,0,0
31615,40,4,1,2,0,285,1,0
29316,27,9,2,3,0,0,1,0
31895,35,1,1,1,0,63,1,0
21199,31,9,1,1,0,547,0,0
32876,29,4,1,2,0,103,1,0
16321,39,9,0,1,0,511,0,1
43320,31,8,2,2,0,64,0,0
44974,39,4,1,2,0,839,0,1
17598,49,0,0,1,0,1697,0,1
17576,57,5,1,0,0,0,0,1
17917,43,1,1,0,0,548,0,0
6665,31,7,2,1,0,605,1,0
1926,41,7,1,1,0,510,1,0
25150,36,6,1,1,0,44,1,0
42746,55,4,1,3,0,831,1,1
20191,54,4,1,2,0,500,1,0
4394,32,7,2,1,0,228,1,0
18061,40,9,1,1,0,657,1,0
38722,32,6,1,1,0,329,1,0
1215,46,1,1,0,0,45,1,0
33780,76,4,1,3,0,1780,1,0
3195,50,4,1,2,1,-143,1,0
7340,40,0,1,1,0,223,1,0
39771,46,4,0,2,0,4629,0,0
38012,34,0,1,1,0,124,1,0
17651,42,9,2,1,0,275,0,0
12557,33,7,2,1,0,1038,0,1
38917,26,6,2,2,0,16563,1,0
36603,31,1,1,0,0,63,1,0
30649,47,5,0,1,0,700,1,0
1814,28,4,2,3,1,101,1,0
14625,37,0,1,1,0,0,1,0
7082,34,7,2,1,0,34,1,1
10143,52,1,1,0,0,1884,0,0
7137,55,2,0,2,0,1119,0,0
